,ip,app,device,os,channel,is_attributed,days,hours,minutes,seconds
62463,111172,14,1,13,118,0,8,2,18,24
62464,45261,12,1,19,328,0,7,11,22,16
62465,119545,11,1,19,487,0,9,14,38,31
62466,35840,18,1,18,107,0,9,9,37,51
62467,97712,3,1,1,442,0,8,15,34,57
62468,158184,1,1,12,135,0,7,8,26,6
62469,27469,9,1,13,215,0,6,16,21,19
62470,75786,12,1,13,259,0,8,14,34,38
62471,105264,2,1,13,236,0,9,3,47,26
62472,104569,3,1,19,211,0,8,10,50,7
62473,8297,2,1,17,237,0,8,14,14,36
62474,182293,26,1,13,266,0,7,6,11,33
62475,105290,18,1,13,107,0,8,11,56,56
62476,36905,2,1,9,477,0,7,19,28,55
62477,41692,12,1,19,178,0,7,3,22,41
62478,18302,12,1,43,259,0,7,13,53,39
62479,143414,2,1,23,237,0,8,5,6,16
62480,29836,3,1,13,280,0,7,5,54,11
62481,95734,15,1,13,153,0,7,7,48,18
62482,108715,112,6,29,213,0,7,0,12,24
62483,88833,18,1,17,121,0,8,0,41,50
62484,1337,11,1,19,469,0,8,15,19,38
62485,5178,12,1,1,259,0,8,11,33,20
62486,35007,14,1,13,379,0,8,23,59,38
62487,162981,12,1,19,178,0,7,4,43,55
62488,85120,3,1,13,280,0,7,4,42,3
62489,65285,12,1,18,328,0,8,14,58,31
62490,106738,3,1,18,280,0,9,2,27,43
62491,5314,149,3543,748,347,0,8,9,7,28
62492,197275,27,1,6,122,0,8,14,36,48
62493,38722,2,1,19,477,0,9,1,54,11
62494,47334,9,1,18,442,0,7,3,37,48
62495,27919,9,1,17,107,0,9,13,20,3
62496,58942,12,1,13,328,0,7,23,57,11
62497,111172,9,1,13,466,0,9,15,38,59
62498,44304,9,1,13,466,0,9,6,39,27
62499,65497,1,1,1,153,0,9,13,19,3
62500,114878,3,2,18,137,0,8,10,16,46
62501,178295,3,1,13,173,0,9,6,48,53
62502,78526,12,1,19,140,0,7,1,0,40
62503,833,18,1,13,134,0,8,3,29,36
62504,73758,2,1,18,212,0,7,15,53,49
62505,34691,22,1,19,116,0,7,4,36,13
62506,120657,2,1,13,212,0,8,0,25,56
62507,118315,18,1,13,134,0,7,14,21,56
62508,113181,3,1,10,211,0,8,17,0,45
62509,204295,2,1,19,477,0,7,10,28,2
62510,128689,12,1,19,178,0,8,13,12,43
62511,80080,26,1,20,266,0,7,2,7,19
62512,21022,13,1,13,477,0,9,8,45,37
62513,206444,1,1,19,134,0,9,3,22,23
62514,330997,3,1,19,379,0,9,8,19,24
62515,53454,14,1,19,349,0,8,14,36,19
62516,89221,107,1,19,171,0,7,23,46,17
62517,94031,12,1,19,178,0,7,12,41,28
62518,30897,20,1,19,478,0,9,3,13,21
62519,302506,8,2,15,140,0,9,0,3,27
62520,55430,12,1,19,259,0,9,13,56,53
62521,182938,6,1,19,459,0,9,9,3,30
62522,103153,3,1,19,19,0,8,10,58,6
62523,43210,21,1,16,128,0,9,4,10,45
62524,18703,2,1,19,205,0,7,0,54,55
62525,75595,24,1,17,178,0,7,17,24,7
62526,87073,2,1,19,477,0,8,5,4,52
62527,77391,28,1,19,135,0,8,0,15,9
62528,58369,15,1,19,3,0,7,11,19,7
62529,120623,12,1,19,328,0,8,2,53,43
62530,110005,12,1,25,205,0,7,9,45,24
62531,232873,12,1,35,245,0,7,21,1,37
62532,125222,9,1,25,244,0,9,14,10,41
62533,54645,15,1,19,379,0,8,3,23,34
62534,37964,14,1,25,439,0,7,9,10,52
62535,68062,20,1,19,259,0,7,14,2,47
62536,14084,1,1,42,349,0,6,21,5,34
62537,104263,3,1,18,205,0,9,8,45,30
62538,100349,3,1,8,280,0,8,5,10,14
62539,37813,8,1,19,145,0,7,2,11,35
62540,124392,3,1,22,280,0,8,8,21,1
62541,65311,9,1,16,445,0,7,13,14,13
62542,185421,15,1,37,265,0,9,11,38,12
62543,42499,3,1,17,280,0,9,0,12,52
62544,41369,12,2,22,245,0,8,13,9,59
62545,278900,18,1,34,121,0,8,7,52,7
62546,115650,25,1,22,259,0,7,16,4,58
62547,110061,2,1,13,469,0,7,15,32,35
62548,15080,2,1,19,212,0,8,3,54,45
62549,63149,2,1,8,237,0,9,6,56,16
62550,81447,15,1,41,265,0,8,13,29,54
62551,104966,2,1,13,219,0,9,5,51,14
62552,102511,3,1,19,211,0,9,12,42,13
62553,26428,12,1,9,178,0,7,3,14,59
62554,84758,1,1,13,134,0,7,0,20,7
62555,112951,9,1,19,107,0,9,9,57,58
62556,92789,3,1,13,424,0,8,5,37,55
62557,1881,29,1,37,213,0,8,11,21,39
62558,92766,3,1,12,153,0,7,16,37,49
62559,175706,18,1,26,107,0,8,3,42,51
62560,16423,3,1,19,280,0,7,1,55,42
62561,98293,2,1,19,469,0,8,17,56,29
62562,17263,12,1,3,245,0,7,16,37,22
62563,103264,9,1,18,334,0,8,23,13,28
62564,38300,2,1,32,452,0,9,7,32,19
62565,122243,12,1,36,259,0,7,10,34,39
62566,56607,9,1,41,232,0,9,7,18,26
62567,99311,14,2,13,467,0,8,22,47,10
62568,46250,3,1,27,19,0,8,12,3,27
62569,8469,14,1,26,349,0,7,8,30,21
62570,88018,3,1,35,452,0,8,1,34,26
62571,5359,64,1,22,459,0,8,13,25,38
62572,123974,15,1,19,278,0,7,5,0,30
62573,102516,21,1,19,128,0,6,17,6,4
62574,145934,2,1,22,219,0,7,13,42,40
62575,21013,3,1,13,280,0,8,6,10,54
62576,178583,18,1,10,107,0,9,5,47,44
62577,125928,6,1,13,125,0,8,22,47,41
62578,87879,9,59,13,215,0,9,8,0,31
62579,272056,13,1,27,477,0,8,2,21,18
62580,16033,12,1,22,178,0,8,8,22,41
62581,293000,23,1,3,153,0,9,1,16,34
62582,109964,23,1,13,153,0,6,22,59,16
62583,106493,18,1,13,107,0,8,16,53,17
62584,86767,28,1,20,135,0,8,4,50,29
62585,28117,15,1,18,130,0,7,2,3,46
62586,5348,13,1,20,477,0,7,22,26,16
62587,212657,15,1,49,245,0,7,13,11,51
62588,24983,2,1,25,435,0,7,16,41,52
62589,84072,12,1,19,265,0,9,7,30,20
62590,336628,12,1,13,245,0,9,7,14,1
62591,198137,3,1,6,280,0,8,12,8,48
62592,197748,2,1,13,435,0,8,6,27,15
62593,40879,12,1,27,259,0,8,19,32,39
62594,25097,2,1,19,205,0,8,12,39,42
62595,31491,8,1,13,145,0,9,2,15,45
62596,172959,6,1,13,459,0,7,12,9,21
62597,28411,9,1,47,466,0,9,8,7,6
62598,117316,3,1,19,452,0,7,14,43,40
62599,191817,1,1,13,153,0,7,14,0,26
62600,6908,3,1,13,280,0,8,5,1,22
62601,1313,1,1,19,17,0,9,12,27,48
62602,112302,14,1,9,160,0,9,9,11,34
62603,95455,18,1,19,107,0,7,12,43,25
62604,46549,64,1,41,459,0,8,14,49,40
62605,19778,9,1,14,445,0,8,8,25,18
62606,335733,9,1,8,232,0,9,9,10,9
62607,37167,6,1,19,459,0,8,13,34,13
62608,12872,18,1,14,107,0,9,11,21,35
62609,34243,21,1,27,128,0,6,22,57,3
62610,93122,12,1,17,19,0,9,6,58,18
62611,17198,1,1,25,125,0,9,8,51,18
62612,203983,3,1,47,280,0,9,4,31,16
62613,79090,3,1,3,130,0,7,2,10,36
62614,85085,15,1,22,245,0,7,14,58,20
62615,12828,2,1,25,237,0,9,4,44,7
62616,91104,15,1,19,245,0,8,3,5,1
62617,124724,64,1,13,459,0,7,0,57,1
62618,20264,12,1,8,259,0,8,23,54,9
62619,78621,3,1,10,280,0,7,4,59,44
62620,283684,13,2,748,400,0,8,14,49,59
62621,95870,6,1,19,459,0,9,8,46,38
62622,95766,15,1,13,111,0,8,5,31,40
62623,95766,29,2,36,343,0,9,10,42,29
62624,259999,23,1,19,153,0,8,16,11,23
62625,183281,18,3032,607,107,0,7,4,59,28
62626,204026,12,1,17,19,0,7,0,6,37
62627,18996,24,2,19,178,0,7,9,22,31
62628,133471,64,1,19,459,0,6,23,11,19
62629,114276,3,1,18,280,0,8,11,5,42
62630,46573,3,1,8,280,0,7,7,27,12
62631,15877,1,1,19,377,0,7,0,19,53
62632,17012,2,1,30,477,0,6,18,10,49
62633,20820,15,1,15,153,0,7,8,8,35
62634,205661,9,1,8,244,0,9,3,21,32
62635,95766,12,1,13,245,0,8,7,58,6
62636,52948,3,1,15,280,0,8,13,45,15
62637,53454,19,0,0,213,0,9,8,58,54
62638,114082,10,1,19,113,0,7,12,27,46
62639,101342,2,1,19,237,0,8,2,12,28
62640,30483,6,1,1,459,0,8,9,28,56
62641,8301,15,2,65,3,0,8,23,42,34
62642,96825,21,1,19,128,0,7,20,44,32
62643,67809,15,1,4,245,0,8,6,1,2
62644,7538,3,1,25,280,0,8,14,26,41
62645,105323,2,1,19,205,0,7,15,12,19
62646,269268,8,1,6,145,0,8,4,16,49
62647,100275,2,1,19,122,0,8,11,13,8
62648,164676,13,1,19,477,0,8,3,24,24
62649,28310,15,1,13,245,0,9,1,37,46
62650,211629,21,1,13,232,0,8,21,56,43
62651,35630,15,1,19,245,0,7,2,48,22
62652,70551,15,1,47,379,0,9,5,40,26
62653,9993,9,1,17,334,0,7,7,3,16
62654,273876,12,1,19,497,0,8,1,18,6
62655,53454,12,1,22,340,0,9,8,27,9
62656,148363,2,1,23,236,0,8,11,30,42
62657,35435,12,1,22,265,0,9,10,10,26
62658,27742,14,1,19,134,0,7,12,44,41
62659,73516,2,1,19,122,0,8,22,53,28
62660,5314,3,1,55,442,0,7,12,11,53
62661,11093,15,1,13,245,0,7,2,4,13
62662,5147,18,1,9,121,0,9,3,25,6
62663,47264,21,1,25,128,0,7,6,28,34
62664,44725,12,1,13,245,0,8,16,36,16
62665,25463,12,1,19,19,0,8,15,8,10
62666,23289,18,1,13,134,0,6,23,21,55
62667,25289,3,1,19,424,0,6,22,57,4
62668,73814,2,1,17,469,0,7,17,3,53
62669,146001,6,1,19,459,0,7,19,30,57
62670,13784,9,1,22,107,0,8,12,48,29
62671,102329,18,1,3,107,0,8,10,39,58
62672,22981,3,1,13,379,0,8,10,5,0
62673,107155,2,1,13,219,0,9,13,6,2
62674,38725,8,1,19,145,0,9,5,21,38
62675,45841,3,1,8,211,0,6,23,19,16
62676,100203,9,1,15,442,0,8,5,28,31
62677,84896,12,1,17,265,0,9,6,13,17
62678,87296,21,1,19,128,0,9,3,44,13
62679,47264,9,1,17,107,0,9,9,50,13
62680,72851,12,1,13,259,0,8,11,5,11
62681,74442,28,1,19,135,0,9,9,36,51
62682,48082,2,1,18,477,0,8,1,44,23
62683,21069,18,1,13,121,0,9,13,25,22
62684,123350,9,1,8,445,0,9,1,39,42
62685,37972,1,1,13,153,0,8,5,50,41
62686,63041,15,1,25,315,0,7,10,33,35
62687,61136,3,5,45,404,0,9,15,54,16
62688,111022,3,1,12,211,0,8,11,45,30
62689,78468,12,1,9,205,0,7,3,10,13
62690,1415,12,1,25,178,0,8,0,16,59
62691,158491,15,1,25,245,0,9,2,26,30
62692,118098,14,1,8,401,0,9,4,23,47
62693,272708,12,1,19,409,0,9,15,7,40
62694,26995,3,1,10,173,0,8,7,6,57
62695,120215,18,1,19,134,0,8,9,12,3
62696,53960,12,1,18,212,0,9,13,1,52
62697,43855,15,1,19,245,0,7,17,3,16
62698,4019,9,1,19,258,0,8,23,10,51
62699,164131,3,1,13,115,0,8,4,17,50
62700,77029,3,1,13,280,0,8,5,5,11
62701,188557,14,1,58,480,0,8,22,7,15
62702,105834,14,1,32,113,0,9,13,26,27
62703,22552,12,1,8,481,0,9,11,20,26
62704,188387,15,1,19,245,0,6,18,10,1
62705,112333,17,1,8,280,0,7,6,0,38
62706,46575,27,1,41,122,0,9,12,26,4
62707,134001,67,1,8,347,0,9,9,25,39
62708,48087,9,1,19,134,0,8,8,26,21
62709,100341,3,1,49,211,0,8,14,8,36
62710,40077,21,1,17,232,0,7,23,0,39
62711,39479,3,1,13,466,0,8,9,38,51
62712,93810,2,1,13,477,0,7,15,41,19
62713,103032,15,1,22,315,0,9,13,14,4
62714,105171,15,1,13,245,0,7,23,58,0
62715,74144,23,1,16,153,0,8,20,13,5
62716,121137,20,1,19,259,0,7,0,8,56
62717,123907,12,2,13,178,0,9,12,12,15
62718,166522,23,1,19,153,0,7,12,18,56
62719,90374,15,1,18,315,0,8,11,43,3
62720,120075,2,1,13,237,0,7,4,59,4
62721,83915,9,1,19,232,0,7,1,17,23
62722,145934,2,1,36,237,0,7,10,34,35
62723,38407,12,1,19,124,0,8,19,40,31
62724,65111,9,1,13,490,0,9,8,57,19
62725,83166,9,1,41,442,0,7,0,25,25
62726,100245,2,1,19,236,0,9,1,53,5
62727,34624,26,1,19,477,0,8,6,28,11
62728,215733,18,1,13,439,0,8,12,24,53
62729,256872,3,1,18,280,0,8,3,52,19
62730,73916,2,1,18,435,0,9,5,49,39
62731,36599,12,1,19,178,0,7,16,23,57
62732,113742,18,1,19,107,0,8,2,13,53
62733,102027,14,1,16,134,0,8,6,45,48
62734,177245,32,1,13,376,0,8,23,23,52
62735,116725,14,1,16,442,0,9,15,57,5
62736,318277,24,1,18,105,0,9,13,25,35
62737,9984,3,1,19,452,0,9,1,48,51
62738,65785,9,1,8,334,0,7,10,56,16
62739,199961,3,1,19,115,0,9,0,30,30
62740,59881,9,1,27,466,0,9,13,47,26
62741,34325,9,1,10,334,0,8,2,9,52
62742,25453,18,1,19,121,0,9,12,13,37
62743,64079,18,1,13,107,0,9,14,5,47
62744,246279,3,1,13,280,0,8,12,16,36
62745,15343,15,1,15,315,0,8,2,48,1
62746,149413,9,1,18,445,0,9,4,22,35
62747,42139,14,1,19,379,0,8,11,49,20
62748,265844,13,1,36,469,0,9,0,15,57
62749,69375,2,2,9,219,0,8,11,52,23
62750,5393,2,1,62,477,0,9,15,18,2
62751,37472,15,1,13,111,0,9,1,13,35
62752,56246,9,2,9,258,0,7,9,36,30
62753,111267,27,1,25,153,0,7,7,11,46
62754,153949,2,1,18,237,0,9,14,6,26
62755,86767,18,1,19,107,0,8,4,2,59
62756,187962,12,1,19,340,0,8,14,16,50
62757,261977,21,1,8,232,0,8,3,50,13
62758,229396,26,1,3,121,0,8,9,34,18
62759,11492,15,1,14,315,0,7,3,52,25
62760,119369,2,1,6,477,0,8,20,25,0
62761,36857,12,1,30,265,0,9,15,6,45
62762,105323,18,1,13,107,0,7,2,48,15
62763,58671,9,1,18,466,0,9,4,57,48
62764,99826,14,1,10,401,0,9,14,55,42
62765,185146,13,1,25,469,0,8,6,37,9
62766,41075,15,2,13,140,0,7,2,12,11
62767,175559,2,1,13,377,0,7,2,58,35
62768,174815,3,1,20,211,0,8,10,8,29
62769,10209,12,1,13,265,0,8,13,24,39
62770,197315,14,1,17,463,0,7,10,19,10
62771,73516,12,1,17,326,0,9,12,17,55
62772,69509,12,1,19,145,0,6,22,56,27
62773,17398,21,1,8,232,0,9,15,0,14
62774,82050,2,1,19,469,0,7,8,29,11
62775,77237,2,1,13,236,0,9,11,36,54
62776,108329,18,1,13,107,0,9,15,25,18
62777,106904,14,1,19,379,0,8,8,25,50
62778,3994,1,1,13,115,0,7,11,29,49
62779,17380,11,1,37,122,0,7,3,14,14
62780,18703,9,1,19,244,0,7,10,22,23
62781,92730,3,1,16,466,0,8,11,42,45
62782,6871,11,1,19,219,0,6,22,54,41
62783,52094,6,1,8,125,0,9,13,17,14
62784,328533,9,1,19,134,0,8,16,26,46
62785,167698,9,1,22,244,0,8,14,49,52
62786,191880,3,1,13,280,0,7,13,33,30
62787,355680,9,1,19,232,0,9,5,37,56
62788,130818,6,1,13,459,0,7,4,51,14
62789,106778,12,1,13,259,0,9,0,28,40
62790,54536,43,1,20,330,0,7,9,23,13
62791,103443,11,1,19,319,0,8,2,34,33
62792,129313,13,1,19,477,0,6,23,48,49
62793,129189,12,1,13,245,0,6,17,30,52
62794,100275,15,1,13,3,0,7,22,55,38
62795,86767,170,3032,607,347,0,7,12,47,14
62796,113134,12,1,13,328,0,9,7,0,7
62797,50737,15,1,13,278,0,7,15,51,25
62798,192110,15,1,8,245,0,8,4,56,40
62799,51992,2,1,14,236,0,8,16,19,34
62800,37855,18,1,48,134,0,7,9,24,44
62801,55745,12,2,8,178,0,9,8,48,45
62802,17357,14,1,22,486,0,8,2,53,24
62803,52654,13,1,23,477,0,7,1,40,20
62804,20411,12,1,19,259,0,7,13,43,14
62805,5348,9,2,19,466,0,9,11,18,12
62806,75670,14,1,13,349,0,9,9,29,33
62807,92673,12,2,15,326,0,9,2,3,52
62808,13756,2,1,19,377,0,8,11,29,25
62809,263766,3,1,19,379,0,8,12,57,32
62810,47132,20,1,15,259,0,7,20,38,40
62811,27918,18,1,19,107,0,8,8,11,6
62812,59595,18,1,13,439,0,8,7,36,15
62813,42013,32,1,19,376,0,9,4,0,44
62814,60666,13,1,13,400,0,7,11,37,59
62815,141582,24,1,13,105,0,7,0,20,39
62816,114761,3,1,18,280,0,8,13,30,31
62817,36538,11,1,13,469,0,7,1,57,57
62818,113389,6,1,14,459,0,7,8,53,3
62819,73011,15,1,19,412,0,7,14,37,1
62820,76885,15,1,19,153,0,7,14,45,28
62821,48008,15,1,19,245,0,7,5,51,4
62822,80827,3,1,18,130,0,9,12,23,58
62823,27318,9,1,13,107,0,9,1,40,11
62824,105423,3,1,17,317,0,8,9,8,19
62825,188206,3,1,19,211,0,6,20,8,15
62826,101074,27,1,19,122,0,7,21,45,10
62827,88211,7,1,19,101,0,9,5,4,46
62828,101412,21,1,17,128,0,6,22,7,56
62829,118106,2,1,13,477,0,8,7,57,46
62830,209504,3,1,16,280,0,9,3,42,50
62831,202263,3,1,19,466,0,9,3,46,47
62832,144454,9,1,9,258,0,7,2,43,37
62833,40077,9,1,19,445,0,7,1,50,10
62834,625,2,1,17,469,0,6,23,47,57
62835,125485,3,1,36,130,0,8,19,16,52
62836,5314,13,1,18,477,0,8,0,0,42
62837,96221,15,1,8,245,0,7,1,11,12
62838,187525,2,1,13,469,0,7,15,12,12
62839,186326,3,1,19,280,0,8,8,58,12
62840,173123,26,1,19,266,0,7,8,42,57
62841,39123,15,1,17,480,0,9,8,40,35
62842,73671,2,1,13,205,0,7,10,58,43
62843,20295,23,1,19,30,0,9,7,59,22
62844,137277,12,1,47,409,0,9,15,58,13
62845,89557,3,1,19,280,0,9,3,10,56
62846,278772,15,1,19,111,0,7,23,31,55
62847,61606,14,1,13,349,0,9,3,22,8
62848,8886,2,1,13,435,0,8,4,53,51
62849,15682,1,1,18,439,0,7,4,28,10
62850,114461,2,2,3,205,0,8,10,47,46
62851,53479,14,1,19,379,0,8,9,44,31
62852,30404,8,1,8,259,0,9,14,26,12
62853,41895,12,1,19,140,0,6,16,27,50
62854,8292,2,1,35,317,0,8,10,53,41
62855,99688,9,1,20,244,0,8,1,15,38
62856,18253,8,1,19,145,0,7,16,2,32
62857,45959,12,1,8,178,0,8,1,40,5
62858,75911,12,1,19,259,0,7,10,16,44
62859,49602,2,1,37,435,0,9,8,50,24
62860,83764,26,1,32,266,0,8,13,4,5
62861,95111,12,1,15,259,0,8,7,32,7
62862,192492,14,1,20,442,0,7,7,15,11
62863,76012,18,1,19,107,0,9,0,53,38
62864,75670,2,1,13,377,0,7,7,26,21
62865,122411,2,1,37,237,0,7,10,12,38
62866,346195,14,1,13,113,0,9,10,52,49
62867,183108,2,1,19,364,0,8,20,5,55
62868,135218,3,1,19,115,0,7,21,55,15
62869,64172,15,1,8,245,0,7,7,30,23
62870,57786,9,1,13,134,0,8,0,6,47
62871,37948,3,1,17,280,0,8,15,20,59
62872,59108,2,1,28,435,0,8,14,36,25
62873,73487,18,1,19,121,0,8,16,30,24
62874,70522,9,1,19,215,0,7,22,10,23
62875,39782,2,1,17,205,0,8,14,13,19
62876,106537,18,1,17,121,0,8,7,51,20
62877,154116,3,1,19,205,0,8,13,23,58
62878,142025,15,1,19,245,0,7,15,59,39
62879,103882,15,1,15,245,0,7,0,1,20
62880,243415,2,1,13,122,0,8,4,15,37
62881,95223,6,1,13,459,0,8,9,0,34
62882,49418,9,1,13,134,0,8,16,24,36
62883,119377,15,1,19,315,0,9,5,14,19
62884,195385,2,1,13,236,0,8,15,20,22
62885,102071,12,1,16,245,0,7,9,22,49
62886,68238,12,1,6,265,0,9,11,51,57
62887,102488,14,1,25,379,0,7,3,24,49
62888,91246,2,1,15,435,0,8,1,22,15
62889,7645,21,1,35,232,0,9,12,7,19
62890,6826,1,1,25,377,0,7,3,13,32
62891,47720,2,1,19,212,0,9,3,35,36
62892,101250,3,1,6,489,0,9,2,3,32
62893,28052,9,1,13,334,0,8,20,16,14
62894,11777,1,1,19,135,0,8,14,41,20
62895,52798,12,1,30,105,0,8,9,59,23
62896,176986,15,1,52,386,0,7,6,34,54
62897,86767,14,1,19,480,0,9,0,50,13
62898,142650,3,1,19,280,0,9,6,30,28
62899,36183,15,1,19,245,0,7,3,24,58
62900,9874,14,1,18,439,0,6,17,38,49
62901,177869,36,1,15,110,0,8,14,20,10
62902,27499,3,1,22,489,0,7,5,27,39
62903,201182,3,1,37,19,0,7,17,37,19
62904,84329,26,1,19,121,0,8,7,0,13
62905,4334,18,1,28,107,0,9,15,5,42
62906,98497,21,1,18,128,0,8,22,47,51
62907,58014,24,1,4,178,0,9,14,13,3
62908,52746,18,1,22,439,0,7,2,13,52
62909,149583,20,1,2,259,0,6,16,7,15
62910,202489,2,1,16,237,0,8,16,37,2
62911,203223,12,1,13,135,0,7,5,44,53
62912,101894,8,1,19,140,0,7,15,0,41
62913,85170,12,1,8,259,0,9,2,41,31
62914,38465,18,1,4,121,0,6,20,38,8
62915,6607,12,1,53,245,0,8,14,31,55
62916,73814,3,1,18,115,0,8,12,16,48
62917,121635,18,1,17,121,0,9,7,35,57
62918,147924,21,1,19,128,0,7,10,0,28
62919,8943,3,1,13,280,0,9,6,20,56
62920,93989,2,1,13,122,0,7,23,53,58
62921,33947,21,1,19,128,0,9,10,56,7
62922,51379,2,1,19,258,0,7,5,54,46
62923,93226,15,2,18,3,0,7,5,9,41
62924,224428,108,1,23,243,1,8,14,19,50
62925,52695,2,1,10,377,0,7,1,39,22
62926,141238,23,1,19,153,0,6,18,9,1
62927,55034,15,1,19,153,0,8,0,38,19
62928,304806,26,1,19,121,0,9,5,17,49
62929,283161,15,1,8,140,0,8,5,48,54
62930,70975,6,1,19,125,0,9,11,14,10
62931,48212,3,1,22,205,0,8,10,51,34
62932,54380,32,1,19,376,0,8,5,16,49
62933,73487,3,1,13,137,0,8,9,35,8
62934,90652,15,1,13,278,0,9,3,4,40
62935,132256,15,1,13,315,0,7,7,5,56
62936,139766,13,1,18,469,0,7,7,21,44
62937,73309,15,1,18,265,0,7,6,7,27
62938,14792,12,1,19,265,0,8,13,7,23
62939,56171,3,1,19,280,0,8,0,43,41
62940,73516,2,1,30,212,0,7,11,6,49
62941,201182,12,1,13,178,0,9,0,26,57
62942,118196,3,1,18,280,0,8,0,57,47
62943,114490,2,1,19,212,0,7,14,16,41
62944,75504,3,1,13,480,0,8,15,9,2
62945,109425,2,1,20,212,0,9,5,3,36
62946,169049,28,1,13,135,0,9,4,31,29
62947,307334,17,1,12,280,0,8,16,58,3
62948,31283,15,1,3,153,0,8,16,10,23
62949,84701,3,1,14,135,0,8,17,3,42
62950,220383,3,1,13,280,0,8,11,54,58
62951,7699,9,1,19,215,0,7,10,33,28
62952,9955,9,1,18,127,0,9,13,58,49
62953,152520,3,1,40,280,0,9,0,44,9
62954,208137,18,1,8,107,0,7,8,55,30
62955,105587,1,1,16,439,0,9,12,39,59
62956,39784,15,1,13,140,0,7,23,16,38
62957,111153,12,1,1,205,0,9,11,57,14
62958,263325,18,1,19,134,0,9,7,57,38
62959,173835,3,1,19,424,0,7,7,47,13
62960,160928,64,1,23,459,0,8,0,13,55
62961,79881,14,1,19,439,0,6,16,36,42
62962,1337,15,1,25,245,0,8,7,38,33
62963,17204,3,1,19,19,0,7,22,59,10
62964,36524,18,1,13,439,0,7,7,20,54
62965,88021,12,1,13,178,0,8,0,47,42
62966,91611,9,1,19,134,0,6,16,42,25
62967,21042,20,1,13,478,0,7,2,40,21
62968,165428,64,1,23,459,0,7,11,44,45
62969,120669,3,1,19,19,0,7,0,23,16
62970,38692,9,1,25,134,0,7,23,57,19
62971,199490,2,1,20,469,0,8,23,56,25
62972,106426,3,1,26,280,0,9,3,16,13
62973,93054,2,1,19,477,0,7,3,8,0
62974,39406,14,1,12,480,0,8,12,26,53
62975,170196,14,1,19,439,0,7,3,39,53
62976,211996,9,1,19,334,0,7,2,28,59
62977,121216,12,1,16,265,0,9,9,35,8
62978,21205,9,1,9,334,0,7,11,14,7
62979,208404,36,1,22,110,0,7,1,13,24
62980,28546,25,1,27,259,0,8,2,55,33
62981,35067,26,1,32,266,0,7,23,11,41
62982,55876,12,1,20,245,0,7,20,12,17
62983,103090,13,1,15,477,0,9,10,23,11
62984,2450,17,1,36,134,0,7,0,18,7
62985,26279,6,1,19,459,0,9,1,39,41
62986,9946,2,1,19,317,0,8,10,19,26
62987,35387,12,1,19,245,0,7,7,23,56
62988,5314,12,1,12,481,0,8,13,45,24
62989,147973,13,1,13,477,0,6,23,54,10
62990,87748,12,1,25,245,0,7,7,35,42
62991,81476,18,1,23,439,0,9,3,20,30
62992,16929,26,1,18,266,0,9,3,52,34
62993,26784,12,1,15,124,0,7,22,38,10
62994,50347,15,1,17,153,0,7,0,2,51
62995,45757,12,1,22,259,0,9,4,0,31
62996,76010,15,1,13,111,0,8,5,50,25
62997,71099,15,1,19,386,0,7,13,7,29
62998,157743,15,1,22,265,0,9,7,36,46
62999,48164,18,1,19,107,0,9,1,1,53
63000,361727,2,2,40,452,0,9,9,55,58
63001,39151,12,1,25,178,0,8,0,49,36
63002,32636,3,1,11,466,0,7,6,37,43
63003,115804,2,1,28,477,0,8,17,2,57
63004,58585,15,1,53,386,0,9,1,52,36
63005,327293,9,1,19,134,0,8,16,14,46
63006,55729,18,1,22,107,0,9,13,43,3
63007,12461,8,1,12,145,0,8,16,0,45
63008,39338,3,1,13,137,0,8,3,10,22
63009,189255,18,1,15,107,0,7,14,55,48
63010,3437,9,1,35,244,0,9,9,41,29
63011,77318,2,1,19,237,0,9,8,14,45
63012,123729,6,1,22,459,0,7,15,3,39
63013,66544,15,1,25,315,0,7,6,36,59
63014,75957,13,1,18,477,0,7,23,56,16
63015,81981,18,1,19,107,0,9,9,31,41
63016,6884,12,1,12,259,0,9,7,47,19
63017,37892,26,1,19,121,0,7,10,39,27
63018,301987,2,1,19,212,0,9,4,12,57
63019,110926,12,1,13,265,0,9,12,48,27
63020,84706,2,1,19,469,0,7,4,43,57
63021,61105,3,1,22,424,0,7,1,8,55
63022,189271,3,1,1,442,0,6,16,51,42
63023,189041,11,1,17,481,0,9,6,39,31
63024,359792,1,1,15,115,0,9,9,23,27
63025,81613,3,1,19,452,0,6,16,52,0
63026,8876,12,1,17,178,0,7,2,55,52
63027,100339,8,1,15,145,0,7,23,4,27
63028,26156,18,1,19,107,0,9,6,31,48
63029,96096,17,1,19,280,0,8,4,3,54
63030,44410,8,1,18,145,0,7,9,55,45
63031,3964,15,1,8,245,0,8,3,13,52
63032,42699,3,1,19,137,0,9,3,16,6
63033,100747,2,1,16,219,0,9,11,56,26
63034,3964,1,1,47,349,0,8,18,58,24
63035,47664,14,1,10,442,0,9,4,31,18
63036,22755,15,1,13,480,0,8,1,45,48
63037,78881,3,1,22,280,0,8,12,44,23
63038,16760,10,1,6,317,0,7,13,34,26
63039,21074,3,1,17,489,0,9,6,36,53
63040,30720,2,1,18,477,0,7,4,34,32
63041,9496,8,1,13,145,0,8,18,4,47
63042,165741,14,1,15,134,0,8,2,39,34
63043,144675,12,1,22,265,0,8,12,19,49
